1	0
2	3
3	3
4	9
5	9
6	6
7	6
8	21
9	15
10	24
11	36
12	33
13	39
14	33
15	45
16	51
17	54
18	57
19	57
20	60
21	69
22	75
23	72
24	96
25	72
26	84
27	93
28	105
29	90
30	84
31	108
32	117
33	123
34	150
35	132
36	120
37	156
38	153
39	162
40	150
41	156
42	189
43	195
44	183
45	183
46	192
47	207
48	183
49	192
50	216
51	225
52	210
53	237
54	204
55	228
56	258
57	234
58	255
59	288
60	264
61	255
62	285
63	255
64	273
65	273
66	315
67	309
68	297
69	291
70	327
71	333
72	333
73	372
74	330
75	312
76	366
77	342
78	369
79	372
80	363
81	405
82	393
83	387
84	378
85	378
86	399
87	441
88	423
89	456
90	408
91	462
92	405
93	435
94	456
95	441
96	492
97	480
98	477
99	528
100	486
101	498
102	495
103	561
104	540
105	549
106	540
107	525
108	510
109	540
110	576
111	564
112	591
113	558
114	606
115	618
116	594
117	585
118	579
119	606
120	606
121	624
122	642
123	627
124	624
125	651
126	660
127	678
128	666
129	693
130	678
131	657
132	726
133	684
134	687
135	747
136	690
137	720
138	696
139	681
140	786
141	747
142	783
143	807
144	714
145	765
146	768
147	738
148	750
149	768
150	780
151	837
152	816
153	912
154	846
155	882
156	801
157	867
158	888
159	849
160	897
161	912
162	879
163	891
164	885
165	870
166	891
167	879
168	888
169	939
170	951
171	951
172	966
173	981
174	939
175	954
176	948
177	957
178	960
179	984
180	1065
181	1023
182	1020
183	1038
184	1017
185	1026
186	1002
187	1038
188	1071
189	1062
190	1170
191	1083
192	1089
193	1119
194	1185
195	1122
196	1176
197	1095
198	1086
199	1200
200	1161
201	1134
202	1137
203	1164
204	1239
205	1125
206	1245
207	1152
208	1155
209	1167
210	1251
211	1227
212	1167
213	1200
214	1224
215	1242
216	1281
217	1266
218	1260
219	1272
220	1299
221	1272
222	1290
223	1365
224	1317
225	1401
226	1275
227	1356
228	1320
229	1350
230	1383
231	1341
232	1401
233	1392
234	1344
235	1479
236	1344
237	1380
238	1467
239	1506
240	1428
241	1398
242	1434
243	1452
244	1422
245	1494
246	1428
247	1434
248	1488
249	1476
250	1599
251	1524
252	1503
253	1482
254	1539
255	1524
256	1554
257	1566
258	1566
259	1608
260	1545
261	1638
262	1611
263	1584
264	1593
265	1689
266	1587
267	1602
268	1650
269	1674
270	1740
271	1782
272	1683
273	1572
274	1668
275	1728
276	1722
277	1773
278	1716
279	1752
280	1785
281	1713
282	1737
283	1710
284	1752
285	1779
286	1851
287	1812
288	1794
289	1761
290	1803
291	1818
292	1767
293	1815
294	1827
295	1821
296	1803
297	1821
298	1860
299	1881
300	1848
301	1866
302	1887
303	1923
304	1938
305	1998
306	1932
307	1923
308	1926
309	2034
310	1956
311	1977
312	1917
313	1929
314	1947
315	1977
316	1947
317	2004
318	1926
319	2049
320	2100
321	2100
322	2007
323	2022
324	2073
325	2022
326	2091
327	2097
328	2097
329	2022
330	2109
331	2061
332	2229
333	2151
334	2145
335	2079
336	2067
337	2190
338	2142
339	2157
340	2181
341	2205
342	2193
343	2226
344	2229
345	2253
346	2247
347	2202
348	2262
349	2328
350	2304
351	2310
352	2277
353	2292
354	2322
355	2322
356	2238
357	2247
358	2388
359	2376
360	2355
361	2295
362	2382
363	2490
364	2346
365	2385
366	2382
367	2358
368	2337
369	2379
370	2385
371	2439
372	2319
373	2409
374	2514
375	2409
376	2499
377	2364
378	2343
379	2424
380	2487
381	2469
382	2529
383	2502
384	2502
385	2559
386	2523
387	2484
388	2643
389	2547
390	2451
391	2535
392	2475
393	2559
394	2538
395	2523
396	2622
397	2634
398	2577
399	2652
400	2622
401	2670
402	2604
403	2664
404	2598
405	2679
406	2727
407	2724
408	2688
409	2661
410	2799
411	2694
412	2805
413	2805
414	2706
415	2745
416	2862
417	2760
418	2790
419	2802
420	2685
421	2754
422	2688
423	2844
424	2706
425	2835
426	2877
427	2931
428	2934
429	2925
430	2865
431	2775
432	2805
433	2940
434	2958
435	3000
436	2973
437	2811
438	2775
439	2916
440	2991
441	3015
442	2916
443	2895
444	3042
445	2967
446	3045
447	2955
448	3024
449	3015
450	3015
451	2898
452	3066
453	2994
454	2910
455	3105
456	3012
457	2964
458	3123
459	3084
460	3171
461	3276
462	3174
463	3177
